"puissant","puissant,puissante,puissantes,puissants"
"dangereux","dangereuse,dangereuses,dangereux"
"supérieur","supérieur,supérieure,supérieures,supérieurs"
"inquiet","inquiet,inquiets,inquiète,inquiètes"
"incapable","incapable,incapables"
"éternel","éternel,éternelle,éternelles,éternels"
"muet","muet,muets,muette,muettes"
"joyeux","joyeuse,joyeuses,joyeux"
"ridicule","ridicule,ridicules"
"extrême","extrême,extrêmes"
"fragile","fragile,fragiles"
"sacré","sacré,sacrée,sacrées,sacrés"
"ferme","ferme,fermes"
"tiède","tiède,tièdes"
"furieux","furieuse,furieuses,furieux"
"venu","venu,venue,venues,venus"
"complet","complet,complets,complète,complètes"
"demi","demi,demie,demies,demis"
"parfait","parfait,parfaite,parfaites,parfaits"
"extraordinaire","extraordinaire,extraordinaires"
"solide","solide,solides"
"saint","saint,sainte,saintes,saints"
"bête","bête,bêtes"
"gai","gai,gaie,gaies,gais"
"moyen","moyen,moyenne,moyennes,moyens"
"total","total,totale,totales,totaux"
"régulier","régulier,réguliers,régulière,régulières"
"serré","serré,serrée,serrées,serrés"
"charmant","charmant,charmante,charmantes,charmants"
"réel","réel,réelle,réelles,réels"
"roux","rousse,rousses,roux"
"merveilleux","merveilleuse,merveilleuses,merveilleux"
"glacé","glacé,glacée,glacées,glacés"
"net","net,nets,nette,nettes"
"habituel","habituel,habituelle,habituelles,habituels"
"fixe","fixe,fixes"
"lumineux","lumineuse,lumineuses,lumineux"
"affreux","affreuse,affreuses,affreux"
"raide","raide,raides"
"égal","égal,égale,égales,égaux"
"précieux","précieuse,précieuses,précieux"
"principal","principal,principale,principales,principaux"
"sensible","sensible,sensibles"
"interminable","interminable,interminables"
"exact","exact,exacte,exactes,exacts"
"aveugle","aveugle,aveugles"
"tendu","tendu,tendue,tendues,tendus"
"douloureux","douloureuse,douloureuses,douloureux"
"quotidien","quotidien,quotidienne,quotidiennes,quotidiens"
"confus","confus,confuse,confuses"
"central","central,centrale,centrales,centraux"
"nocturne","nocturne,nocturnes"
"bel","bel"
"délicat","délicat,délicate,délicates,délicats"
"juif","juif,juifs,juive,juives"
"bien","bien"
"paisible","paisible,paisibles"
"futur","futur,future,futures,futurs"
"brûlant","brûlant,brûlante,brûlantes,brûlants"
"agréable","agréable,agréables"
"cruel","cruel,cruelle,cruelles,cruels"
"électrique","électrique,électriques"
"nerveux","nerveuse,nerveuses,nerveux"
"italien","italien,italienne,italiennes,italiens"
"attentif","attentif,attentifs,attentive,attentives"
"intelligent","intelligent,intelligente,intelligentes,intelligents"
"fidèle","fidèle,fidèles"
"brutal","brutal,brutale,brutales,brutaux"
"brusque","brusque,brusques"
"digne","digne,dignes"
"nul","nul,nulle,nulles,nuls"
"las","las,lasse,lasses"
"brave","brave,braves"
"moderne","moderne,modernes"
"intime","intime,intimes"
"mou,mol","molle,molles"
"moral","moral,morale,morales,moraux"
"absolu","absolu,absolue,absolues,absolus"
"formidable","formidable,formidables"
"méchant","méchant,méchante,méchantes,méchants"
"excellent","excellent,excellente,excellentes,excellents"
"con","con,conne,connes,cons"
"évident","évident,évidente,évidentes,évidents"
"lisse","lisse,lisses"
"célèbre","célèbre,célèbres"
"mouillé","mouillé,mouillée,mouillées,mouillés"
"idiot","idiot,idiote,idiotes,idiots"
"physique","physique,physiques"
"discret","discret,discrets,discrète,discrètes"
"féminin","féminin,féminine,féminines,féminins"
"officiel","officiel,officielle,officielles,officiels"
"familial","familial,familiale,familiales,familiaux"
"utile","utile,utiles"
"endormi","endormi,endormie,endormies,endormis"
"vu","vu,vue,vues,vus"
"aigu","aigu,aigus,aiguë,aiguës"
"intact","intact,intacte,intactes,intacts"
"définitif","définitif,définitifs,définitive,définitives"
"modeste","modeste,modestes"
"noble","noble,nobles"
"fatigué","fatigué,fatiguée,fatiguées,fatigués"
"admirable","admirable,admirables"
"pressé","pressé,pressée,pressées,pressés"
"populaire","populaire,populaires"
"spécial","spécial,spéciale,spéciales,spéciaux"
"sage","sage,sages"
"enfantin","enfantin,enfantine,enfantines,enfantins"
"absurde","absurde,absurdes"
"transparent","transparent,transparente,transparentes,transparents"
"âgé","âgé,âgée,âgées,âgés"
"élevé","élevé,élevée,élevées,élevés"
"visible","visible,visibles"
"parisien","parisien,parisienne,parisiennes,parisiens"
"assis","assis,assise,assises"
"indifférent","indifférent,indifférente,indifférentes,indifférents"
"amer","amer,amers,amère,amères"
"étonnant","étonnant,étonnante,étonnantes,étonnants"
"extérieur","extérieur,extérieure,extérieures,extérieurs"
"rude","rude,rudes"
"absent","absent,absente,absentes,absents"
"sévère","sévère,sévères"
"innombrable","innombrable,innombrables"
"prisonnier","prisonnier,prisonniers,prisonnière,prisonnières"
"grec","grec,grecque,grecques,grecs"
"royal","royal,royale,royales,royaux"
"aimable","aimable,aimables"
"connu","connu,connue,connues,connus"
"élégant","élégant,élégante,élégantes,élégants"
"quelconque","quelconque,quelconques"
"intéressant","intéressant,intéressante,intéressantes,intéressants"
"délicieux","délicieuse,délicieuses,délicieux"
"luisant","luisant,luisante,luisantes,luisants"
"civil","civil,civile,civiles,civils"
"honnête","honnête,honnêtes"
"ordinaire","ordinaire,ordinaires"
"menu","menu,menue,menues,menus"
"carré","carré,carrée,carrées,carrés"
"magnifique","magnifique,magnifiques"
"ivre","ivre,ivres"
"arrière","arrière"
"stupide","stupide,stupides"
"pénible","pénible,pénibles"
"sonore","sonore,sonores"
"souple","souple,souples"
"infini","infini,infinie,infinies,infinis"
"catholique","catholique,catholiques"
"solitaire","solitaire,solitaires"
"coupé","coupé,coupée,coupées,coupés"
"laid","laid,laide,laides,laids"
"direct","direct,directe,directes,directs"
"violet","violet,violets,violette,violettes"
"exprès","expresse,expresses,exprès"
"banal","banal,banale,banales,banals,banaux"
"levé","levé,levée,levées,levés"
"ami","ami,amie,amies,amis"
"sinistre","sinistre,sinistres"
"magique","magique,magiques"
"ultime","ultime,ultimes"
"insupportable","insupportable,insupportables"
"allié","allié,alliée,alliées,alliés"
"horrible","horrible,horribles"
"arabe","arabe,arabes"
"vierge","vierge,vierges"
"timide","timide,timides"
"inattendu","inattendu,inattendue,inattendues,inattendus"
"creux","creuse,creuses,creux"
"chinois","chinois,chinoise,chinoises"
"espagnol","espagnol,espagnole,espagnoles,espagnols"
"divin","divin,divine,divines,divins"
"international","international,internationale,internationales,internationaux"
"soviétique","soviétique,soviétiques"
"immédiat","immédiat,immédiate,immédiates,immédiats"
"compliqué","compliqué,compliquée,compliquées,compliqués"
"avant","avant"
"abandonné","abandonné,abandonnée,abandonnées,abandonnés"
"religieux","religieuse,religieuses,religieux"
"jaloux","jalouse,jalouses,jaloux"
"précédent","précédent,précédente,précédentes,précédents"
"superbe","superbe,superbes"
"métallique","métallique,métalliques"
"maternel","maternel,maternelle,maternelles,maternels"
"généreux","généreuse,généreuses,généreux"
"coupable","coupable,coupables"
"raisonnable","raisonnable,raisonnables"
"souriant","souriant,souriante,souriantes,souriants"
"récent","récent,récente,récentes,récents"
"franc","franc,franche,franches,francs"
"bourgeois","bourgeois,bourgeoise,bourgeoises"
"fatal","fatal,fatale,fatales,fatals"
"étonné","étonné,étonnée,étonnées,étonnés"
"redoutable","redoutable,redoutables"
"innocent","innocent,innocente,innocentes,innocents"
"essentiel","essentiel,essentielle,essentielles,essentiels"
"amical","amical,amicale,amicales,amicaux"
"suprême","suprême,suprêmes"
"misérable","misérable,misérables"
"subtil","subtil,subtile,subtiles,subtils"
"pourri","pourri,pourrie,pourries,pourris"
"local","local,locale,locales,locaux"
"cassé","cassé,cassée,cassées,cassés"
"communiste","communiste,communistes"
"incroyable","incroyable,incroyables"
"intense","intense,intenses"
"grossier","grossier,grossiers,grossière,grossières"
"tragique","tragique,tragiques"
"sincère","sincère,sincères"
"mou","mou,mous"
"massif","massif,massifs,massive,massives"
"honteux","honteuse,honteuses,honteux"
"nouvel","nouvel"
"privé","privé,privée,privées,privés"
"ardent","ardent,ardente,ardentes,ardents"
"responsable","responsable,responsables"
"mécanique","mécanique,mécaniques"
"indispensable","indispensable,indispensables"
"gigantesque","gigantesque,gigantesques"
"surpris","surpris,surprise,surprises"
"pointu","pointu,pointue,pointues,pointus"
"naïf","naïf,naïfs,naïve,naïves"
"romain","romain,romaine,romaines,romains"
"chrétien","chrétien,chrétienne,chrétiennes,chrétiens"
"singulier","singulier,singuliers,singulière,singulières"
"géant","géant,géante,géantes,géants"
"dérisoire","dérisoire,dérisoires"
"hostile","hostile,hostiles"
"aérien","aérien,aérienne,aériennes,aériens"
"tremblant","tremblant,tremblante,tremblantes,tremblants"
"armé","armé,armée,armées,armés"
"classique","classique,classiques"
"incertain","incertain,incertaine,incertaines,incertains"
"considérable","considérable,considérables"
"monstrueux","monstrueuse,monstrueuses,monstrueux"
"inquiétant","inquiétant,inquiétante,inquiétantes,inquiétants"
"économique","économique,économiques"
"rempli","rempli,remplie,remplies,remplis"
"peint","peint,peinte,peintes,peints"
"actuel","actuel,actuelle,actuelles,actuels"
"professionnel","professionnel,professionnelle,professionnelles,professionnels"
"sexuel","sexuel,sexuelle,sexuelles,sexuels"
"prudent","prudent,prudente,prudentes,prudents"
"marine","marine,marines"
"malin","maligne,malignes,malin,malins"
"éclatant","éclatant,éclatante,éclatantes,éclatants"
"pris","pris,prise,prises"
"courant","courant,courante,courantes,courants"
"mortel","mortel,mortelle,mortelles,mortels"
"exceptionnel","exceptionnel,exceptionnelle,exceptionnelles,exceptionnels"
"sanglant","sanglant,sanglante,sanglantes,sanglants"
"arrivé","arrivé,arrivée,arrivées,arrivés"
"surprenant","surprenant,surprenante,surprenantes,surprenants"
"mûr","mûr,mûre,mûres,mûrs"
"solennel","solennel,solennelle,solennelles,solennels"
"morne","morne,mornes"
"clos","clos,close,closes"
"final","final,finale,finales,finaux"
"désagréable","désagréable,désagréables"
"vilain","vilain,vilaine,vilaines,vilains"
"imaginaire","imaginaire,imaginaires"
"apparent","apparent,apparente,apparentes,apparents"
"effrayant","effrayant,effrayante,effrayantes,effrayants"
"impérial","impérial,impériale,impériales,impériaux"
"ennemi","ennemi,ennemie,ennemies,ennemis"
"suffisant","suffisant,suffisante,suffisantes,suffisants"
"successif","successif,successifs,successive,successives"
"insolite","insolite,insolites"
"rauque","rauque,rauques"
"amusant","amusant,amusante,amusantes,amusants"
"instant","instant,instante,instantes,instants"
"chéri","chéri,chérie,chéries,chéris"
"oublié","oublié,oubliée,oubliées,oubliés"
"sain","sain,saine,saines,sains"
"maladroit","maladroit,maladroite,maladroites,maladroits"
"fini","fini,finie,finies,finis"
"humble","humble,humbles"
"glorieux","glorieuse,glorieuses,glorieux"
"brûlé","brûlé,brûlée,brûlées,brûlés"
"perpétuel","perpétuel,perpétuelle,perpétuelles,perpétuels"
"pascal","pascal,pascale,pascales"
"historique","historique,historiques"
"probable","probable,probables"
"multiple","multiple,multiples"
"incompréhensible","incompréhensible,incompréhensibles"
"éteint","éteint,éteinte,éteintes,éteints"
"moche","moche,moches"
"éclairé","éclairé,éclairée,éclairées,éclairés"
"pesant","pesant,pesante,pesantes,pesants"
"mauve","mauve,mauves"
"clandestin","clandestin,clandestine,clandestines,clandestins"
"blessé","blessé,blessée,blessées,blessés"
"maudit","maudit,maudite,maudites,maudits"
"fabuleux","fabuleuse,fabuleuses,fabuleux"
"atroce","atroce,atroces"
"exquis","exquis,exquise,exquises"
"savant","savant,savante,savantes,savants"
"dégueulasse","dégueulasse,dégueulasses"
"habillé","habillé,habillée,habillées,habillés"
"croisé","croisé,croisée,croisées,croisés"
"sentimental","sentimental,sentimentale,sentimentales,sentimentaux"
"littéraire","littéraire,littéraires"
"habile","habile,habiles"
"commode","commode,commodes"
"usé","usé,usée,usées,usés"
"complice","complice,complices"
"urgent","urgent,urgente,urgentes,urgents"
"sournois","sournois,sournoise,sournoises"
"ras","ras,rase,rases"
"matériel","matériel,matérielle,matérielles,matériels"
"inférieur","inférieur,inférieure,inférieures,inférieurs"
"suspect","suspect,suspecte,suspectes,suspects"
"gêné","gêné,gênée,gênées,gênés"
"constant","constant,constante,constantes,constants"
"bruyant","bruyant,bruyante,bruyantes,bruyants"
"écarté","écarté,écartée,écartées,écartés"
"vulgaire","vulgaire,vulgaires"
"postal","postal,postale,postales,postaux"
"impatient","impatient,impatiente,impatientes,impatients"
"foutu","foutu,foutue,foutues,foutus"
"rassurant","rassurant,rassurante,rassurantes,rassurants"
"pratique","pratique,pratiques"
"poli","poli,polie,polies,polis"
"menaçant","menaçant,menaçante,menaçantes,menaçants"
"soucieux","soucieuse,soucieuses,soucieux"
"mélancolique","mélancolique,mélancoliques"
"favorable","favorable,favorables"
"poussiéreux","poussiéreuse,poussiéreuses,poussiéreux"
"subit","subit,subite,subites,subits"
"inévitable","inévitable,inévitables"
"feu","feu,feue"
"brisé","brisé,brisée,brisés"
"aîné","aîné,aînée,aînées,aînés"
"mondial","mondial,mondiale,mondiales,mondiaux"
"idéal","idéal,idéale,idéales,idéals,idéaux"
"funèbre","funèbre,funèbres"
"désespéré","désespéré,désespérée,désespérées,désespérés"
"provisoire","provisoire,provisoires"
"ironique","ironique,ironiques"
"sur","sur,sure,sures,surs"
"légitime","légitime,légitimes"
"féroce","féroce,féroces"
"convenable","convenable,convenables"
"avide","avide,avides"
"terne","terne,ternes"
"flou","flou,floue,floues,flous"
"trouble","trouble,troubles"
"maître","maître,maîtres,maîtresse,maîtresses"
"lâche","lâche,lâches"
"dit","dit,dite,dites,dits"
"décisif","décisif,décisifs,décisive,décisives"
"combattant","combattant,combattante,combattantes,combattants"
"douteux","douteuse,douteuses,douteux"
"ouvrier","ouvrier,ouvriers,ouvrière,ouvrières"
"médiocre","médiocre,médiocres"
"européen","européen,européenne,européennes,européens"
"cru","cru,crue,crues,crus"
"agressif","agressif,agressifs,agressive,agressives"
"gracieux","gracieuse,gracieuses,gracieux"
"quatrième","quatrième"
"supplémentaire","supplémentaire,supplémentaires"
"collectif","collectif,collectifs,collective,collectives"
"vitré","vitré,vitrée,vitrées,vitrés"
"occidental","occidental,occidentale,occidentales,occidentaux"
"sympathique","sympathique,sympathiques"
"satisfait","satisfait,satisfaite,satisfaites,satisfaits"
"excessif","excessif,excessifs,excessive,excessives"
"antique","antique,antiques"
"monotone","monotone,monotones"
"injuste","injuste,injustes"
"café","café"
"vertical","vertical,verticale,verticales,verticaux"
"identique","identique,identiques"
"cuit","cuit,cuite,cuites,cuits"
"rêveur","rêveur,rêveurs,rêveuse,rêveuses"
"irrésistible","irrésistible,irrésistibles"
"interdit","interdit,interdite,interdites,interdits"
"imperceptible","imperceptible,imperceptibles"
"efficace","efficace,efficaces"
"caché","caché,cachée,cachées,cachés"
"traditionnel","traditionnel,traditionnelle,traditionnelles,traditionnels"
"intellectuel","intellectuel,intellectuelle,intellectuelles,intellectuels"
"inouï","inouï,inouïe,inouïes,inouïs"
"gluant","gluant,gluante,gluantes,gluants"
"farouche","farouche,farouches"
"couché","couché,couchée,couchées,couchés"
"confortable","confortable,confortables"
"universel","universel,universelle,universelles,universels"
"moite","moite,moites"
"joint","joint,jointe,jointes,joints"
"patient","patient,patiente,patientes,patients"
"fade","fade,fades"
"couvert","couvert,couverte,couvertes,couverts"
"liquide","liquide,liquides"
"tordu","tordu,tordue,tordues,tordus"
"permanent","permanent,permanente,permanentes,permanents"
"passionné","passionné,passionnée,passionnées,passionnés"
"isolé","isolé,isolée,isolées,isolés"
"disparu","disparu,disparue,disparues,disparus"
"anonyme","anonyme,anonymes"
"stupéfait","stupéfait,stupéfaite,stupéfaites,stupéfaits"
"rendu","rendu,rendue,rendues,rendus"
"polonais","polonais,polonaise,polonaises"
"blême","blême,blêmes"
"japonais","japonais,japonaise,japonaises"
"furtif","furtif,furtifs,furtive,furtives"
"conscient","conscient,consciente,conscientes,conscients"
"allumé","allumé,allumée,allumées,allumés"
"affectueux","affectueuse,affectueuses,affectueux"
"tombé","tombé,tombée,tombées,tombés"
"spirituel","spirituel,spirituelle,spirituelles,spirituels"
"municipal","municipal,municipale,municipales,municipaux"
"inerte","inerte,inertes"
"contraire","contraire,contraires"
"opposé","opposé,opposée,opposées,opposés"
"strict","strict,stricte,strictes,stricts"
"oriental","oriental,orientale,orientales,orientaux"
"odieux","odieuse,odieuses,odieux"
"chic","chic,chics"
"assuré","assuré,assurée,assurées,assurés"
"animal","animal,animale,animales"
"scolaire","scolaire,scolaires"
"émouvant","émouvant,émouvante,émouvantes,émouvants"
"élémentaire","élémentaire,élémentaires"
"relatif","relatif,relatifs,relative,relatives"
"volontaire","volontaire,volontaires"
"favori","favori,favoris,favorite,favorites"
"épuisé","épuisé,épuisée,épuisées,épuisés"
"paternel","paternel,paternelle,paternelles,paternels"
"natal","natal,natale,natales,natals"
"insignifiant","insignifiant,insignifiante,insignifiantes,insignifiants"
"glacial","glacial,glaciale,glaciales,glacials,glaciaux"
"uni","uni,unie,unies,unis"
"distrait","distrait,distraite,distraites,distraits"
"chouette","chouette,chouettes"
"multicolore","multicolore,multicolores"
"marron","marron"
"donné","donné,donnée,données,donnés"
"actif","actif,actifs,active,actives"
"mignon","mignon,mignonne,mignonnes,mignons"
"ravissant","ravissant,ravissante,ravissantes,ravissants"
"imbécile","imbécile,imbéciles"
"forcé","forcé,forcée,forcées,forcés"
"capital","capital,capitale,capitales,capitaux"
"posé","posé,posée,posées,posés"
"comique","comique,comiques"
"infernal","infernal,infernale,infernales,infernaux"
"déchiré","déchiré,déchirée,déchirées,déchirés"
"flottant","flottant,flottante,flottantes,flottants"
"ennuyeux","ennuyeuse,ennuyeuses,ennuyeux"
"éblouissant","éblouissant,éblouissante,éblouissantes,éblouissants"
"remarquable","remarquable,remarquables"
"prodigieux","prodigieuse,prodigieuses,prodigieux"
"mondain","mondain,mondaine,mondaines,mondains"
"éventuel","éventuel,éventuelle,éventuelles,éventuels"
"étincelant","étincelant,étincelante,étincelantes,étincelants"
"somptueux","somptueuse,somptueuses,somptueux"
"saoul","saoul,saoule,saoules,saouls"
"mouvant","mouvant,mouvante,mouvantes,mouvants"
"hagard","hagard,hagarde,hagardes,hagards"
"soi-disant","soi-disant"
"roman","roman,romane,romanes,romans"
"parallèle","parallèle,parallèles"
"opaque","opaque,opaques"
"gratuit","gratuit,gratuite,gratuites,gratuits"
"technique","technique,techniques"
"soyeux","soyeuse,soyeuses,soyeux"
"souterrain","souterrain,souterraine,souterraines,souterrains"
"obscène","obscène,obscènes"
"grisâtre","grisâtre,grisâtres"
"rituel","rituel,rituelle,rituelles,rituels"
"grotesque","grotesque,grotesques"
"sublime","sublime,sublimes"
"battant","battant,battante,battantes,battants"
"triomphant","triomphant,triomphante,triomphantes,triomphants"
"marin","marin,marins"
"aimé","aimé,aimée,aimées,aimés"
"tiré","tiré,tirée,tirées,tirés"
"colonial","colonial,coloniale,coloniales,coloniaux"
"mobile","mobile,mobiles"
"latin","latin,latine,latines,latins"
"gonflé","gonflé,gonflée,gonflées,gonflés"
"terrestre","terrestre,terrestres"
"allongé","allongé,allongée,allongées,allongés"
"pendant","pendant,pendante,pendantes,pendants"
"mis","mis"
"détaché","détaché,détachée,détachées,détachés"
"tenace","tenace,tenaces"
"pieux","pieuse,pieuses,pieux"
"lucide","lucide,lucides"
"irréel","irréel,irréelle,irréelles,irréels"
"imprévisible","imprévisible,imprévisibles"
"enceinte","enceinte,enceintes"
"désolé","désolé,désolée,désolées,désolés"
"conséquent","conséquent,conséquente,conséquentes,conséquents"
"mat","mat,mat',mate,mates,mats"
"marrant","marrant,marrante,marrantes,marrants"
"inverse","inverse,inverses"
"ignoble","ignoble,ignobles"
"bavard","bavard,bavarde,bavardes,bavards"
"incessant","incessant,incessante,incessantes,incessants"
"éloigné","éloigné,éloignée,éloignées,éloignés"
"limpide","limpide,limpides"
"insensible","insensible,insensibles"
"artificiel","artificiel,artificielle,artificielles,artificiels"
"ému","ému,émue,émues,émus"
"révolutionnaire","révolutionnaire,révolutionnaires"
"radieux","radieuse,radieuses,radieux"
"impérieux","impérieuse,impérieuses,impérieux"
"hésitant","hésitant,hésitante,hésitantes,hésitants"
"fréquent","fréquent,fréquente,fréquentes,fréquents"
"africain","africain,africaine,africaines,africains"
"monumental","monumental,monumentale,monumentales,monumentaux"
"logique","logique,logiques"
"frêle","frêle,frêles"
"fichu","fichu,fichue,fichues,fichus"
"errant","errant,errante,errantes,errants"
"disponible","disponible,disponibles"
"courageux","courageuse,courageuses,courageux"
"égaré","égaré,égarée,égarées,égarés"
"suspendu","suspendu,suspendue,suspendues,suspendus"
"susceptible","susceptible,susceptibles"
"nord","nord"
"médical","médical,médicale,médicales,médicaux"
"infime","infime,infimes"
"ample","ample,amples"
"voûté","voûté,voûtée,voûtées,voûtés"
"insensé","insensé,insensée,insensées,insensés"
"figé","figé,figée,figées,figés"
"dressé","dressé,dressée,dressées,dressés"
"battu","battu,battue,battues,battus"
"neutre","neutre,neutres"
"stérile","stérile,stériles"
"dingue","dingue,dingues"
"dense","dense,denses"
"parti","parti,partis"
"in","in"
"minable","minable,minables"
"majeur","majeur,majeure,majeures,majeurs"
"impuissant","impuissant,impuissante,impuissantes,impuissants"
"chaleureux","chaleureuse,chaleureuses,chaleureux"
"âcre","âcre,âcres"
"puant","puant,puante,puantes,puants"
"oblique","oblique,obliques"
"impassible","impassible,impassibles"
"affolé","affolé,affolée,affolées,affolés"
"occupé","occupé,occupée,occupées,occupés"
"mal","mal,male,males"
"indécis","indécis,indécise,indécises"
"domestique","domestique,domestiques"
