"Il n'est inutile de préciser que l'auteur est suisse, et qu'il ne s'agit pas d'une traduction, mais d'un roman noir, se déroulant aux États-Unis, avec des codes très étatsuniens, mais tournés en dérision. Car, après lecture d'autres commentaires, je trouve qu'on oublie de dire que, parfois, c'est très drôle (si, si, j'ai éclaté de rire plusieurs fois en le lisant) - à d'autres moments, on est dans une enquête très sérieuse. Pour tout dire, j'ai parfois eu l'impression de me retrouver dans Fargo des frères Coen : tous les protagonistes se comportent tous à un moment ou à un autre comme de sombres crétins, même si ce qui arrive est tragique. Harry Quebert n'y échappe pas tant on se demande bien comment il a pu tomber amoureux d'une Nola dont on peine à percevoir les qualités tout au long du roman (s'il devait y avoir un côté roman d'amour, de ce côté, c'est raté, mais ce n'était peut-être pas du tout le but...). Outre Fargo, une autre référence pourrait être Twin Peaks. Le style a été critiqué par certains - à raison pour partie - mais attention, il n'est pas dit que parfois il ne s'agisse pas de formulations volontairement choisies par l'auteur pour parodier une mauvaise traduction (ce qu'est, quand même, censé être ce roman, fait à la va-vite que je te pousse sous l’influence de l'éditeur Schmid & Hanson, dont l'ambition semble être de flinguer la littérature - sans colt). Par contre, la construction du roman est assez impressionnante, et l'histoire prenante (avec un petit coup de mou vers la moitié, pour mieux rebondir par la suite). Au fond, ce n'est pas un chef d’œuvre mais un excellent roman, bien supérieur à ceux qu'il parodie. On a un écrivain qui veut raconter une histoire, et qui le fait très bien. Lisez-le, avec à l'esprit son côté parodique et pour son côté plus sombre.","5.0"
"Qu’est ce qui fait qu’on lit quasiment d’une traite (plutôt de deux, vu les 600 pages) cette histoire policière assez abracadabrantesque ? A mon avis, c’est qu’il ressuscite avec une réelle maitrise un genre toujours plaisant à lire au coin du feu : le « Who done it » à l’anglaise (même si cela se passe en Nouvelle-Angleterre), dans la droite lignée de Christie ou Dickson Carr. Ouvrez ce livre et vous le lirez jusqu’au bout avec beaucoup de plaisir. Donc ambiance côte Est américaine battu par les vents, village au lourd secret, personnages torturés. Le petit côté « old school » avec un enquêteur écrivain à succès est très agréable puisqu’il change de la débauche d’hémoglobine, de tueurs en série qu’on a pris l’habitude de voir dans les thrillers. Par contre, je dois reconnaitre que je suis surpris par l’engouement purement « littéraire » envers un roman qui semble parfois écrit à la va vite : longue séquences de dialogues, personnages volontiers caricaturaux (la mère juive notamment), tendance au délayage pour artificiellement gonfler le suspens, rapport entre les personnages pas toujours très crédibles (on se croirait parfois dans la série des années 80 « Arabesque »). En bref, un très bon moment et une histoire à conseiller. Après, on croirait souvent à un roman un peu mal traduit de l’américain. Ca ne gâche pas le plaisir et donne envie de lire le prochain Joël Dicker… mais ne me pousserait à lui décerner le Goncourt non plus !","4.0"
"Si vous aimez lire et et que vous vous interrogez sur ce qui fait un bon livre, Si vous aimez les intrigues policières bien ficelées, et dont on ne devine guère le dénouement avant la toute dernière page, Si vous aimez être menés par le bout du nez dans une histoire tout aussi invraisemblable et inattendue que dans la vraie vie, Si vous aimez les les mises en abîme, les ouvrages extrêmement bien écrits, dynamiques, les imbroglios vraisemblables et maîtrisés avec brio... Alors lisez ce petit bijou d'intelligence: Joël Dicker est un tout grand écrivain!","5.0"
"Je n'ai pas dû lire le même livre que les membres de l'Académie française !!!! Je n'ai pas par habitude d'acheter les livres primés, et j'aurais dû persévérer dans ce sens !! Mais j'en avais écouté dire tellement de bien dans les médias. Mon avis est donc le suivant : quelle cucuterie !!!!! On dirait un roman d'un autre temps, avec ces héros pâmés d'amour (N-O-L-A- N-O-L-A, HARRY chéri et j'en passe). Quant à la petite Nola, elle est battue, noyée, dénudée, suicidée, trucidée, n'en jetez plus, la cour est pleine !!!!!! C'est une perpétuelle caricature de tous les personnages. Peut-être que je lis trop de livres et que je deviens difficile, mais quand même, quand même !!!!!!","1.0"
"Lu d'une seule traite, jamais un livre ne m'avait autant tenu en haleine... Joel Dicker nous manipule avec brio tout au long de ce roman. Chaque chapitre décrit un nouveau rebondissement dans l'histoire. Acheté au début pour le récit policier de l'affaire (une jeune fille, Nola Kellergan, disparue en 1975 est retrouvée morte dans le jardin d'un écrivain célèbre Harry Quebert), j'ai aussi été touchée par ce récit d'amour impossible entre un homme de 35 ans et une jeune fille de 15 ans, avec en toile de fond le portrait d'une Amérique profonde bien pensante (je trouve à ce propos que le tableau d'Edward Hopper en couverture du livre ne pouvait être mieux choisi pour donner la tonalité du livre). Tous les faits semblent de prime abord accuser Harry Quebert qui entretenait une liaison avec cette jeune fille au moment de sa disparition. Le jeune écrivain à succès Marcus Goldman qui fut jadis son disciple tente de le disculper en menant sa propre enquête. Pour cela, il essaye de comprendre qui était Nola Kellergan et décide de remonter le temps. La description psychologique des personnages qui gravitaient autour de Nola Kellergan et de leurs nombreux travers est très fouillée, chacun semble en effet avoir des raisons bien précises d'avoir tué la jeune fille et de menacer à son tour le jeune écrivain. C'est aussi un roman dans le roman car le jeune écrivain en panne d'inspiration essaie de donner un nouveau souffle à sa carrière en racontant cette ""affaire Harry Quebert"". On en vient à se demander si comme Marcus Goldman qui s'inspire des faits passés pour écrire son roman, si Joel Dicker ne s'inspire pas aussi d'une véritable ""affaire Harry Quebert"", tant il nous manipule au fil des chapitres et s'il n'a pas bénéficié aussi des conseils d'un ""maître"" qui lui aurait dicté les clés d'un roman à succès...","5.0"
"Que dire si ce n'est que l'on a pas envie de le lâcher, un bon signe, non? Je viens juste de le finir, je suis une fan de thriller, et là j'ai eu le droit à de la littérature en plus. Je suis ravie et vous le conseil vivement.","5.0"
"Ne boudons pas notre plaisir! Il faut accepter de se laisser embarquer,emballer même, par un roman excellemment ficelé. Je l'ai lu d'une traite en un week-end avec cette frustration (justement mentionnée à la fin du livre) d'avoir à quitter une histoire et des personnages dont certains resteront présents dans ma mémoire comme certaines figures de Dostoïevski. Ce n'est pas un simple roman, c'est une photographie d'une société qui peut se lire à plusieurs niveaux: mise en abyme avec ce roman sur le roman sur le roman...Parodie de ce que Richard Millet appelle avec dédain le roman international anglo-saxon -norme marketing pour fabriquer un succès commercial rapide-, clin d'oeil cruel aux facilités (description crues et obscénités traitées avec dérision) dont Philip Roth use et abuse tout en espérant cueillir le Prix Nobel, moi auteur je vais vous démontrer comment je vous piège en vous expliquant comment ""vous"" lecteur vous pouvez créer un ""best-seller""...le mien (ce qui ont lu le livre comprendront quelle forme caricturale prend cette supercherie), allusion à Nabokov etc. Beaucoup d'humour en plus! For-mi-dable source de discussions entre lecteurs, bref un bouquin qu'il vous sera quasiment impossible de ne pas avoir lu!","5.0"
"J'ai acheté ce roman avec gourmandise mais l'envie m'a vite passé. Le style est du niveau d'un lycéen de seconde (peu de vocabulaire, expressions stéréotypées) et l'intrigue digne d'un roman à l'eau de rose Arlequin. Le charme n'opère pas et tout sonne faux. Il m'a donc été impossible de m'impliquer dans la lecture. Je suis perpétuellement restée froide aux émotions des personnages. Je ne peux pas croire un instant que les jurés du Grand Prix de l'Académie ait lu ce roman. une belle imposture. Je conseillerais fortement à l'auteur de prendre lui-même quelques cours, tout comme son héros. C'est donc une grosse déception et aussi une grosse perte de confiance dans les Prix littéraires.","1.0"
""" Le premier chapitre, Marcus, est essentiel. Si les lecteurs ne l'aiment pas, ils ne liront pas le reste de votre livre."" Ainsi commence le livre et je suis bien d'accord avec ce conseil. Malheureusement, je me suis sentie dans l'obligation morale d'aller jusqu'au bout. En effet, on me l'a offert, suite au battage médiatique et au "" couronnement "" de ""l'oeuvre"" par deux prix prestigieux ( mais les jurés l'ont-ils vraiment lu ? ). Dès les premières pages, j'ai réalisé qu'il y avait là une énorme supercherie. Le narrateur, qui est devenu un écrivain à succès dès son premier roman, ne cesse de s'épancher sur sa réussite, sa nouvelle vie merveilleuse à New York, puis sur la "" terrible crise de page blanche "", qui est, nous l'apprenons ici, un "" syndrome "" ! Tout au long de ce pavé, l'auteur revient sur l'écriture de romans qui se vendent par millions, sur la reconnaissance visuelle de l'écrivain partout où il passe, y compris dans les villages les plus perdus. Et l'on peut se demander dans quel monde vit Joël Dicker, qui, s'il ne ressent pas ( hélas ! ) le syndrome de la page blanche, éprouve par contre un besoin de reconnaissance irrépressible et répétitif. La répétition, c'est ce qui caractérise le mieux ce roman. Répétition du thème de l'écrivain, répétition des mêmes passages ( au mot près ) à différents endroits du récit, répétition des niaiseries échangées par les deux amoureux ( "" Harry, Harry chéri "" ), répétition ad nauseam du prénom de l'aimée ( "" Ma Nola, Nola chérie, Nola d'amour. N-O-L-A "" ). Mais le pire reste l'invraisemblance de cette histoire policière, la superficialité des personnages ( on ne croit pas une seconde à leur histoire d'amour ), la caricature du personnage de la "" mère juive "" qui frise le ridicule, l'indigence des dialogues, l'absence totale de ce que l'on appelle "" le style "". Alors, pour se rattraper, dans les 100 dernières pages, c'est une succession de rebondissements, qui doit saisir le lecteur. Alors, oui, moi aussi, comme un autre internaute, j'éprouve de la colère. De la colère car je suis une lectrice passionnée, qui a perdu des heures à lire un tel pensum, alors que des chefs-d'oeuvre attendent dans l'ombre et ne seront vraisemblablement jamais mis en lumière par ceux dont, nous lecteurs, attendons les critiques avisées.","1.0"
"la trame de ce très bon livre est simple d'apparence : la disparition d'une fille de quinze ans -Nola- en 1975 dont on retrouve le corps en 2008 dans la propriété d'un immense écrivain admiré par tous -Harry Quebert- avec le manuscrit de son chef d'oeuvre ""L'origine du mal"" à ses côtés... donc il est arrêté pour le meurtre sadique de cette fille Mais un de ses anciens étudiants de qui il fut le mentor et l'ami -Marcus Goldman- qui a publié un premier best-seller il y a deux ans et qui ne parvient pas à écrire le second vient dans cette petite ville du New Hampshire pour tenter d'innocenter son ami qui ne peut absolument pas être coupable de ce crime ignoble, il va donc enquêter et se sera son second livre que nous tenons entre les mains en fait son troisième... plus de 650 pages pour enfin découvrir la vérité Et c'est vraiment dans les dernières pages du manuscrit que nous comprendrons enfin ce qui s'est réellement passé la nuit du 30 août 1975 ; donc c'est un polar complexe et haletant, c'est l'histoire d'un amour total et absolu entre une fille de 15 ans et un homme de 31, c'est la description méticuleuse d'une petite ville de province du nord-est de l'Amérique, c'est la relation d'amitié quasi filiale entre en professeur génial et un étudiant brillant, c'est le roman des mères entre la mère juive envahissante, une autre hystérique et une troisième indigne et absente, c'est la description du milieu de l'édition à succès avec un éditeur sans scrupules qui ferra tout pour vendre des millions d'exemplaires du second roman de Marcus Goldman... et ce n'est pas tout ; on ne s'ennuie pas une seconde, on va de découverte en découverte, et lorsqu'on arrive au point final on comprendra enfin tout. C'est plaisant, riche, drôle par moments -légèrement caricatural dans sa description des gens de ce gros bourg-, écrit avec fluidité dans un style discret qui sert l'intrigue. Un plaisir. ""Marcus, savez-vous quel est le seul moyen de mesurer combien vous aimez quelqu'un ? - Non - C'est de le perdre."" p222 ""- Vous essayez de me parler d'amour, Marcus, mais l'amour, c'est compliqué. L'amour, c'est très compliqué. C'est à la fois la plus extraordinaire et la pire chose qui puisse arriver. Vous le découvrirez un jour. L'amour, ça peut faire très mal. Vous ne devez pas pour autant avoir peur de tomber, et surtout de tomber amoureux, car l'amour, c'est aussi très beau, mais comme tout ce qui est beau, ça vous éblouit et ça vous fait mal aux yeux. C'est pour ça que souvent,on pleure souvent après."" p103 ""- Crois-en mon expérience de flic : on ne sait jamais de quoi les gens sont capables. Surtout ceux qu'on croit bien connaître."" p70","5.0"
